"Products","Sản phẩm"
"Attributes","Các thuộc tính"
"Vendor Orders","Đơn hàng của nhà cung cấp"
"Admin Commissions","Ủy ban Quản trị"
"Payments","Thanh toán"
"Remove as Seller","Xóa dưới dạng Người bán"
"Seller Menu","Menu người bán"
"Something went wrong while saving the review","Đã xảy ra lỗi khi lưu đánh giá"
"Product Quantity","Số lượng sản phẩm"
"Something went wrong while saving the details","Đã xảy ra lỗi khi lưu chi tiết"
"Regular Price","Giá thông thường:"
"Product Name","Tên sách"
"Product SKU","SKU sản phẩm"
"Ordered","Đã ra lệnh"
"Canceled","Hủy bỏ"
"Shipped","Vận chuyển"
"Refunded","Hoàn tiền"
"Payment Method","Phương thức thanh toán"
"Items Ordered","Mục thứ tự"
"Invoices","Hóa đơn"
"Order Shipments","Giao hàng đặt hàng"
"Qty","Số"
"Subtotal","Tạm tính"
"Shipping & Handling","Vận chuyển & Xử lý"
"Tax","Thuế"
"Grand Total","Grand Total"
"Order Information","Thông tin đơn hàng"
"Shipping Address","Địa chỉ giao hàng"
"Shipping Method","Vận chuyển Phương pháp"
"Billing Address","Địa chỉ thanh toán"
"Print","In"
"Qty Invoiced","Số hoá đơn"
"Qty Shipped","Số lượng đã giao"
"Invoice","Hóa đơn"
"Ship","Tàu"
"New Invoice","Hóa đơn mới"
"Order & Account Information","Thông tin đặt hàng và tài khoản"
"Order #","Đặt hàng #"
"Order Date","Ngày đặt hàng:"
"Order Status","Trạng thái Đơn hàng"
"Account Information","Thông tin tài khoản"
"Customer Name","Tên khách hàng"
"Email","Email"
"Address Information","Địa chỉ thông tin"
"Billing Address","Địa chỉ thanh toán"
"Shipping Address","Địa chỉ giao hàng"
"Payment & Shipping Method","Phương thức thanh toán & Vận chuyển"
"Payment Information","Thông tin thanh toán"
"The order was placed using","Đơn đặt hàng được sử dụng"
"Shipping Information","hông tin vận chuyển"
"Total Shipping Charges","Tổng chi phí vận chuyển"
"Items to Invoice","Các mục để Hoá đơn"
"Discount Amount","Số tiền Giảm"
"Row Total","Tổng số hàng"
"Order Total","Thành tiền"
"Invoice History","Lịch sử hoá đơn"
"Invoice Totals","Tổng số Hoá đơn"
"Subtotal","Tạm tính"
"Shipping & Handling","Vận chuyển & Xử lý"
"Discount Amount","Số tiền Giảm"
"Invoice Comments","Nhận xét về Hoá đơn"
"Invoice save successfully","Đã lưu thành công hóa đơn"
"New Shipment","Lô hàng mới"
"Items to Ship","Các mặt hàng cần gửi"
"Shipment Total","Tổng lượng hàng"
"Shipment Comments","Nhận hàng"
"Comment Text","Lời bình luận"
"Submit Shipment","Gửi lô hàng"
"Shipment save successfully","Vận chuyển lưu thành công"
"Total Sales","Tổng doanh số"
"Paid Amount","Số tiền thanh toán"
"Due Amount","Số tiền đến hạn"
"Review","Đánh giá"
"Commissions","Hoa hồng"
"Order","Đặt"
"Special Price","Giá đặc biệt:"
"Products","Sản phẩm"
"No Products Added Yet","Chưa có sản phẩm"
"Order Record","Hồ sơ Đơn hàng"
"Order #","Đặt hàng #"
"Ship To","Vận chuyển đến"
"Status","Status"
"View Order","Xem đơn đặt hàng "
"No Orders Yet","Không có đơn đặt hàng"
"SKU","SKU"
"Price","Gìá"
"Submit","Gửi"
"Shipment can not save","Lô hàng không thể lưu"
"Invoice can not save","Hoá đơn không thể lưu"
"Not Able to send Email","Không Có thể gửi Email"
"Store Name : ","Tên cửa hàng * "
"Contact Number : ","Số liên lạc "
"Address : ","Địa chỉ: "
"Store Email : ","Lưu email "
"Ship to :","Vận chuyển đến"
"Order Date :","Ngày đặt hàng:"
"Seller Order","Lệnh người bán"
"Create Attribute for Configurable Products :","Tạo thuộc tính cho các sản phẩm có thể định cấu hình:"
"Attribute Code :","Mã thuộc tính:"
"Submit","Gửi"
"Add Option","Thêm tùy chọn"
"Value","Giá trị"
"Manage Options (Values of Your Attribute)","Quản lý Tùy chọn (Giá trị thuộc tính của Bạn)"
"No","No"
"Yes","Có"
"Values Required : ","Các giá trị bắt buộc: "
"Attribute Label : ","Nhãn thuộc tính: "
"Here are the products you are about to create.","Dưới đây là các sản phẩm bạn sắp tạo."
"New Product Review","Đánh giá sản phẩm mới"
"Step 4: Summary","Bước 4: Tóm tắt"
"Skip quantity at this time","Bỏ qua số lượng tại thời điểm này"
"Quantity","Số lượng"
"Skip price at this time","Bỏ qua giá vào thời điểm này"
"Price","Gìá"
"Skip image uploading at this time","Bỏ qua tải lên hình ảnh tại thời điểm này"
"Images","Ảnh"
"new products will be created. Use this step to customize images and price for your new products.","sản phẩm mới sẽ được tạo ra. Sử dụng bước này để tùy chỉnh hình ảnh và giá cho các sản phẩm mới của bạn."
"Based on your selections","Dựa trên lựa chọn của bạn"
"Step 3: Bulk Images, Price and Quantity","Bước 3: Hình ảnh Hàng loạt, Giá cả và Số lượng"
"Select values from each attribute to include in this product. Each unique combination of values creates a unique product SKU.","Chọn các giá trị từ mỗi thuộc tính để đưa vào sản phẩm này. Mỗi sự kết hợp độc đáo của các giá trị tạo ra một SKU sản phẩm duy nhất."
"Step 2: Attribute Values","Bước 2: Giá trị Thuộc tính"
"Comparable","So sánh"
"Searchable","Có thể tìm kiếm được"
"Scope","Phạm vi"
"Visible","Có thể nhìn thấy"
"System","Hệ thống"
"Required","Yêu cầu"
"Attribute Label","Nhãn thuộc tính"
"Attribute Code","Mã thuộc tính"
"Selected Attributes:","Thuộc tính được chọn:"
"Step 1: Select Attributes","Bước 1: Chọn Thuộc tính"
"Next","Tiếp"
"Back","Trước"
"Cancel","Hủy"
"Summary","Tóm tắt"
"Select Attributes  ","Chọn thuộc tính  "
"Attribute Values","Giá trị Thuộc tính"
"Click here to add images.","Nhấp vào đây để thêm hình ảnh."
"Browse Files...","Duyệt tệp ..."
"Thumbnail","Hình nhỏ"
"Swatch","Swatch"
"Small","Nhỏ bé"
"Base","Căn cứ"
"Remove","Xóa"
"Product Image","Ảnh người lao động"
"Websites","Trang web"
"Main Website","Website Chính"
"Product in Websites","Sản phẩm trong trang web"
"Meta Description","Mô tả:"
"Meta Keywords","Từ khóa:"
"Meta Title","Tiêu đề meta"
"Search Engine Optimization","Search Engine Optimization"
"Remove","Xóa"
"Actions","Hành động"
"Weight","Weight"
"Current Variations","Các biến thể hiện tại"
"Create Configurations","Tạo cấu hình"
"Edit Configurations","Chỉnh sửa Cấu hình"
"Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color)","Các sản phẩm có thể định cấu hình cho phép khách hàng lựa chọn các tùy chọn (ví dụ: màu áo). Bạn cần phải tạo ra một sản phẩm đơn giản cho từng cấu hình (ví dụ: một sản phẩm cho mỗi màu)"
"Configuration","Cấu hình"
"Short Description","Mô tả ngắn"
"Content","Nội dung"
"Country of Manufacture","Quốc gia sản xuất"
"Not Visible Individually","Không nhìn thấy riêng"
"Catalog","Danh mục"
"Search","Tìm kiếm"
"Catalog, Search","Catalogue, Tìm kiếm"
"Visibility","Hiển thị"
"Set Product as New From :","Đặt sản phẩm làm mới từ:"
"Taxable Goods","Hàng hóa chịu thuế"
"None","None"
"Tax Class","Các loại thuế"
"Out of Stock","Hết hàng"
"In Stock","Trong kho"
"Stock Status","Hiện trạng sách"
"This item has no weight","Mục này không có trọng lượng"
"This item has weight","Mục này có trọng lượng"
"Categories","DANH MỤC"
"Enabled","Đã bật"
"Disabled","Vô hiệu"
"Enable Product","Bật sản phẩm"
"Enter Product Details","Nhập chi tiết sản phẩm"
"Add Option","Thêm tùy chọn"
"Manage Options (Values of Your Attribute)","Quản lý Tùy chọn (Giá trị thuộc tính của Bạn)"
"Values Required : ","Các giá trị bắt buộc: "
"Attribute Label : ","Nhãn thuộc tính: "
"Attribute Code :","Mã thuộc tính:"
"Edit Attribute for Configurable Products","Chỉnh sửa Thuộc tính cho Sản phẩm Cấu hình"
"Store URL","URL lưu trữ"
"Select Attribute Set","Chọn Thuộc tính Set"
"Select Product Type","Chọn loại sản phẩm"
"Product Option","Tùy chọn sản phẩm"
"Contact To Seller","Liên hệ với người bán"
"Submit Enquire","Gửi yêu cầu"
"Enquire","Xem thêm"
"Submit Your Query","Gửi Truy vấn của bạn"
"Enquire submitted successfully to the seller","Yêu cầu gửi thành công cho người bán"
"Customer Enquire","Khách hàng yêu cầu"
"Customer Name","Tên khách hàng"
"Customer Email","Email khách hàng"
"Seller Products","Sản phẩm của Người bán"
"Add Product","Thêm sản phẩm "
"No Product Found","Không tìm thấy sản phẩm"
"Customer Enquiries","Yêu cầu khách hàng"
"Customer Enquiry","Yêu cầu của khách hàng"
"No Customer Enquiries Added Yet","Không có yêu cầu của khách hàng được nêu ra"
"Store Info","Thông tin cửa hàng"
"View Store","Xem Cửa hàng"
"Store Tax Identification Number","Số nhận dạng thuế hàng lưu trữ"
"Recomended Dimensions are 200 X 200","Kích thước được khuyến cáo là 200 X 200"
"Recomended Dimensions are 900 X 300(W X H)","Kích thước được khuyến cáo là 900 X 300 (WXH)"
"Submit","Gửi"
"No file selected","Không có tập tin được chọn"
"Commissions will update after order completion.","Các uỷ ban sẽ cập nhật sau khi hoàn thành đơn hàng."
"Seller Review","Người bán đánh giá"
"No Reviews Added Yet","Không có Nhận xét Đã được Thêm"
"Attribute Set","Bộ thuộc tính"
"Create New Attribute Set","Tạo bộ thuộc tính mới"
"Attribute Set Name","Tên thuộc tính thuộc tính"
"New Attribute Set","Bộ thuộc tính mới"
"Create Attribute Set for Products :","Tạo Thuộc tính cho Sản phẩm:"
"Attribute Set Name:","Tên thuộc tính thuộc tính:"
"Based On :","về những thứ"
"Configurable Attributes","Thuộc tính Có thể Cấu hình"
"Create New Configurable Attributes","Tạo các Thuộc tính Cấu hình Mới"
"No Attributes Found","Không tìm thấy thuộc tính"
"New Attribute","Thuộc tính mới"
"Create Attribute for Configurable Products : ","Tạo thuộc tính cho các sản phẩm có thể định cấu hình: "
"Attribute Code","Mã thuộc tính"
"Attribute Set :","Bộ thuộc tính:"
"Delete","Xóa"
"You really want to remove as seller ?","Bạn thực sự muốn loại bỏ như là người bán?"
"From","Từ"
"To","To"
"Order","Đặt"
"Date","Ngày"
"1 Item","Sản phẩm năm 2017"
"per page","mỗi trang"
"Show","Chỉ"
"Seller Products","Sản phẩm của Người bán"
"Add Product","Thêm sản phẩm "
"ID","ID"
"Name","Tên"
"Type","Kiểu"
"Attribute Set","Bộ thuộc tính"
"Action","Hành động"
"Edit","Sửa"
"Delete","Xóa"
"Item(s) ","Mặt hàng(s) "
"Total Price","Tổng giá:             €58.625,"
"Edit Attribute Set for Products :","Chỉnh sửa Thuộc tính cho Sản phẩm:"
"Edit Attribute Set","Chỉnh sửa thuộc tính Set"
"No Data Found","Không tìm thấy dữ liệu"
"View","Lượt xem"
"Edit Product","Sửa sản phẩm "
"Order Status :","Tình trạng đơn hàng "
"Order Date :","Ngày đặt hàng:"
"Create New Configurable Attributes","Tạo các Thuộc tính Cấu hình Mới"
"Attribute Code :","Mã thuộc tính:"
"Attribute Set :","Bộ thuộc tính:"
"Store Email Id","Id Email Cửa hàng"
"Contact Seller","Liên hệ với người bán"
"Enquiry","Yêu cầu"
"Submit Enquiry","Gửi yêu cầu"
"My Store","Cửa hàng của tôi"
"Product deleted successfully.","Đã xóa thành công sản phẩm."
"Product Id not found","Không tìm thấy Id sản phẩm"
"Something went wrong while deleting the Product.--------->","Đã xảy ra sự cố khi xóa Sản phẩm .--------->"
"Product Type","Loại sản phẩm"
"New Product","Sản phẩm mới "
"Attribute Code","Mã thuộc tính"
"Default Label","Nhãn mặc định"
"Required","Yêu cầu"
"System","Hệ thống"
"Something went wrong while saving the Product.--------->%s","Đã xảy ra lỗi khi lưu Sản phẩm .->% s"
"Your seller account has been removed previously, so to again add as seller please select yes","Tài khoản người bán của bạn đã bị xóa trước đây, vì vậy để thêm lại như là người bán, hãy chọn yes"
"You saved the attribute set.","Bạn đã lưu tập thuộc tính."
"The Product has been saved.","Sản phẩm đã được lưu."
"You saved the product attribute.","Bạn đã lưu thuộc tính sản phẩm."
"You deleted the product attribute.","Bạn đã xóa thuộc tính sản phẩm."
"Thank you for registering with Main Website Store.","Cảm ơn bạn đã đăng ký với Main Website Store."
"Elements","Các phần tử"
"Manage Sellers","Quản lý người bán"
"Manage Orders","Quản lý đơn đặt hàng"
"Manage Payments","// MANAGE PAYMENTS //"
"View Commission","Xem Ủy ban"
"Customer Enquiries","Yêu cầu khách hàng"
"View Reviews","Xem đánh giá"
"Settings","Cài đặt"
"Add New Seller","Thêm người bán mới"
"Seller ID","ID người bán"
"Seller Since","Người bán kể từ"
"Web Site","Web Site"
"Store Status","Trạng thái cửa hàng"
"Is Seller","Là người bán"
"Account Lock","Khóa tài khoản"
"Create New Order","Tạo đơn hàng mới"
"Purchase Date","Ngày mua"
"Bill-to Name","Bill-Tên"
"Grand Total (Base)","Tổng số (cơ sở)"
"Customer Group","Nhóm khách hàng"
"Shipping and Handling","Vận chuyển và Xử lý"
"Total Refunded","Tổng số hoàn lại tiền"
"ship-to Name","tên tàu"
"Disapprove this Seller","Không đồng ý với Người bán này"
"Approve this Seller","Phê duyệt người bán này"
"Seller has been Approved.","Người bán đã được chấp thuận."
"Seller has been Disapproved.","Người bán đã Bị Từ Chối."
"Something went wrong while disapproving Seller.","Đã xảy ra lỗi trong khi không đồng ý với Người bán."
"Something went wrong while approving Seller.","Đã xảy ra lỗi khi đồng ý với Người bán."
"This Payments no longer exists.","Thanh toán này không còn tồn tại."
"New Payments","Thanh toán mới"
"Cannot delete Payment","Không thể xóa Thanh toán"
"Something went wrong while saving the Payments.","Đã xảy ra lỗi khi lưu khoản Thanh toán."
"The Payment has been saved.","Thanh toán đã được lưu."
"Something went wrong while saving the Payment.","Đã xảy ra lỗi khi lưu Thanh toán."
"Add New Payment","Thêm Thanh toán Mới"
"Transaction Id","ID giao dịch"
"Amount","Số tiền"
"Created","Tạo"
"We couldn't find any records.","Chúng tôi không thể tìm thấy hồ sơ nào."
"Reviews","Đánh giá"
"Customer","Khách hàng"
"Rating","Xêp hạng"
"Review Title","Tiêu đề đánh giá"
"Review Description","Đánh giá mô tả"
"Created at","Khởi tạo Tại"
"General Configuration","Cấu hình chung"
"Module Enable","Module Enable"
"License Key","Mã giấy phép"
"License Status","License Status"
"Commission","Hoa hồng"
"Allow Seller to Manage Orders","Cho phép người bán quản lý đơn đặt hàng"
"Seller Approval Required","Yêu cầu phê duyệt của người bán"
"Product Approval Required","Yêu cầu phê duyệt sản phẩm"
"Allow Category for Seller","Cho phép loại cho người bán"
"Manage Links","Quản lý liên kết"
"Become Seller Show on Signup Page","Trở thành người bán hàng trên trang đăng ký"
"Enable Header Link","Bật liên kết tiêu đề"
"Header Link Label","Nhãn liên kết tiêu đề"
"Enable Footer Link","Bật liên kết chân trang"
"Footer Link Label","Nhãn liên kết chân"
"Inventory","Hàng tồn kho"
"Enable Low Notification","Bật thông báo thấp"
"Low Stock Quantity","Số lượng hàng thấp"
"Approval from Admin","Phê duyệt của Quản trị viên"
"Get this from Module Developer","Lấy tài liệu này từ Nhà phát triển Mô đun"
"In percent per product sale","Trong phần trăm mỗi lần bán sản phẩm"
"Enable/Disable header link","Bật / tắt liên kết tiêu đề"
"Label/Title for header link.","Nhãn / Tiêu đề cho liên kết tiêu đề."
"Enable/Disable Footer link","Bật / Tắt liên kết chân trang"
"Label/Title for footer link.","Nhãn / Tiêu đề cho liên kết chân trang."
"Send ow stock notification mail to sellers.","Gửi e-mail thông báo cho người bán."
"Send low stock notification mail to sellers when product quantity will be equal or less then this quantity.","Gửi thư thông báo chứng khoán thấp đến người bán khi số lượng sản phẩm bằng hoặc ít hơn số lượng này."
"Store Phone","Điện thoại Lưu trữ"
"Store State","Trạng thái lưu trữ"
"Seller Information","Thông tin người bán"
"Store Meta Descriptions","Mô tả Meta Store"
"Order Id","ID đơn đặt hàng"
"Entity Id","ID phap nhân"
"Seller Reviews","Đánh giá của người bán"
"Review Description ","Đánh giá mô tả "
"Review Status ","Trạng thái Đánh giá "
"Seller Payments","Thanh toán của người bán"
"Entity Idd","Tổ chức Idd"
"Assign Categories","Chỉ định các hạng mục"
"Assign Seller Products","Chỉ định Sản phẩm Người bán"
"Product Price","Product price"
"Purchased","Mua"
"Ship-to Name","Tên gửi hàng"
"Purchase Point","Điểm mua hàng"
"Create Payment","Tạo Thanh toán"
"Seller Orders","Người bán Đặt hàng"
"Assign Selected Products","Chỉ định Sản phẩm đã Chọn"
"Unassign Selected Products","Gỡ bỏ Sản phẩm Đã Chọn "
"Save Payments","Lưu thanh toán"
"Payments Information","Thông tin thanh toán"
"Shipping Rates","Giá cước vận chuyển"
"Edit Shipping Rate","Chỉnh sửa phí vận chuyển"
"New Shipping Rate","Mức phí vận chuyển mới"
"Country","Quốc gia"
"All Countries","Tất cả các nước"
"Region","Khu vực"
"All Regions","Tất cả các vùng"
"Leave blank or use * for All Zipcodes.","Để trống hoặc sử dụng * cho Tất cả Zipcodes."
"Weight (and above)","Cân nặng (và cao hơn)"
"Order Subtotal (and above)","Đặt hàng Tổng phụ (và cao hơn)"
"# of Items (and above)","Số mặt hàng (trở lên)"
"Shipping Price : ","Giá vận chuyển :"
"Add Shipping Rate","Thêm phí vận chuyển"
"Export CSV","Xuất CSV"
"Import","Nhập khẩu"
"Zip/Postal Code","Mã Zip / Mã Bưu điện"
"Shipping Rates Record","Ghi lại giá vận chuyển"
"All","Tất cả"
"No Shipping Rates Added Yet","Chưa có phí vận chuyển được thêm vào"
