"Swatch","образчик ткани"
"Small","Маленькая"
"Base","Б"
"Remove","Убрать"
"Product Image","Изображение Товара"
"Websites","веб-сайтов"
"Main Website","Основной сайт"
"Product in Websites","Продукт на сайтах"
"Meta Description","Meta Description"
"Meta Keywords","Meta Keywords"
"Meta Title","Meta Title"
"Search Engine Optimization","Поисковая оптимизация"
"Remove","Убрать"
"Actions","Действия"
"Weight","Вес"
"Current Variations","Текущие вариации"
"Create Configurations","Создание конфигураций"
"Edit Configurations","Изменить настройки"
"Configurable products allow customers to choose options (Ex: shirt color). You need to create a simple product for each configuration (Ex: a product for each color)","Настраиваемые продукты позволяют клиентам выбирать варианты (пример: цвет рубашки). Вам необходимо создать простой продукт для каждой конфигурации (например: продукт для каждого цвета)"
"Configuration","конфигурация"
"Short Description","Краткое описание"
"Content","Радость"
"Country of Manufacture","мануфактурная страна"
"Not Visible Individually","Не видно индивидуально"
"Catalog","Каталог"
"Search","Поиск"
"Catalog, Search","Каталог/поиск"
"Visibility","Видимый"
"Set Product as New From :","Установите продукт как новый От:"
"Taxable Goods","Налогооблагаемые товары"
"None","Нет"
"Tax Class","Клас налога:"
"Out of Stock","Нет на складе"
"In Stock","In Stock"
"Stock Status","Состояние запасов"
"This item has no weight","Этот предмет не имеет веса"
"This item has weight","Этот предмет имеет вес"
"Categories","Категории"
"Enabled","Включено"
"Disabled","Откл."
"Enable Product","Включить продукт"
"Enter Product Details","Введите описание товара"
"Add Option","Добавить опцию"
"Manage Options (Values of Your Attribute)","Управление параметрами (значения вашего атрибута)"
"Values Required : ","Необходимые значения: "
"Attribute Label : ","Метка атрибута: "
"Attribute Code :","Параметры кода"
"Edit Attribute for Configurable Products","Изменить атрибут для настраиваемых продуктов"
"Store URL","URL магазина"
"Select Attribute Set","Выбрать набор атрибутов"
"Select Product Type","Выберите тип продукта"
"Product Option","• Продукт / Опция:"
"Contact To Seller","Связаться с продавцом"
"Submit Enquire","Отправить запрос"
"Enquire","Запрос"
"Submit Your Query","Отправить запрос"
"Enquire submitted successfully to the seller","Запрос, успешно отправленный продавцу"
"Customer Enquire","Запрос клиента"
"Customer Name","Наименование клиента"
"Customer Email","Эл. почта клиента"
"Seller Products","Продукты продавца"
"Add Product","Добавить товар"
"No Product Found","Не найдено продукта"
"Customer Enquiries","Запросы клиентов"
"Customer Enquiry","Запрос клиента"
"No Customer Enquiries Added Yet","Нет запросов клиентов, добавленных еще"
"Store Info","Информация о магазине"
"View Store","Просмотреть магазин"
"Store Tax Identification Number","Идентификационный номер налогоплательщика"
"Recomended Dimensions are 200 X 200","Рекомендуемые размеры: 200 X 200"
"Recomended Dimensions are 900 X 300(W X H)","Рекомендуемые размеры: 900 X 300 (WXH)"
"Submit","Принять"
"No file selected","Файл не выбран"
"Commissions will update after order completion.","Комиссионные будут обновляться после завершения заказа."
"Seller Review","Обзор продавца"
"No Reviews Added Yet","Больше нет отзывов"
"Attribute Set","Набор атрибутов"
"Create New Attribute Set","Создать новый набор атрибутов"
"Attribute Set Name","Название набора атрибутов"
"New Attribute Set","Новый набор атрибутов"
"Create Attribute Set for Products :","Создать набор атрибутов для продуктов:"
"Attribute Set Name:","Имя набора атрибутов:"
"Based On :","из расчёта"
"Configurable Attributes","Настраиваемые атрибуты"
"Create New Configurable Attributes","Создание новых настраиваемых атрибутов"
"No Attributes Found","Не найдено атрибутов"
"New Attribute","Новый атрибут"
"Create Attribute for Configurable Products : ","Создать атрибут для настраиваемых продуктов: "
"Attribute Code","Параметры кода"
"Attribute Set :","Набор атрибутов:"
"Delete","Удалить"
"You really want to remove as seller ?","Вы действительно хотите удалить продавца?"
"From","От"
"To","К"
"Order","Заказ"
"Date","Дата"
"1 Item","ВЕЩЬ"
"per page","на страницу"
"Show","Show"
"Seller Products","Продукты продавца"
"Add Product","Добавить товар"
"ID","ИД"
"Name","Имя"
"Type","Тип"
"Attribute Set","Набор атрибутов"
"Action","Действие"
"Edit","Править"
"Delete","Удалить"
"Item(s) ","Товары "
"Total Price","Общая стоимость"
"Edit Attribute Set for Products :","Изменить набор атрибутов для продуктов:"
"Edit Attribute Set","Изменить набор атрибутов"
"No Data Found","Данные не найдены"
"View","Вид"
"Edit Product","Редактировать товар"
"Order Status :","Статус заказа"
"Order Date :","75 Дата заказа"
"Create New Configurable Attributes","Создание новых настраиваемых атрибутов"
"Attribute Code :","Параметры кода"
"Attribute Set :","Набор атрибутов:"
"Store Email Id","Сохранить адрес электронной почты"
"Contact Seller","Связаться с продавцом"
"Enquiry","Контакты"
"Submit Enquiry","Отправить запрос"
"My Store","Мой магазин"
"Product deleted successfully.","Продукт успешно удален."
"Product Id not found","Идентификатор продукта не найден"
"Something went wrong while deleting the Product.--------->","При удалении Продукта что-то пошло не так."
"Product Type","Тип продукта"
"New Product","Новый товар"
"Attribute Code","Параметры кода"
"Default Label","Значок по умолчанию"
"Required","Необходимо"
"System","Система"
"Something went wrong while saving the Product.--------->%s","При сохранении Продукта что-то пошло не так. ->% s"
"Your seller account has been removed previously, so to again add as seller please select yes","Ваша учетная запись продавца была удалена ранее, поэтому, чтобы снова добавить продавца, выберите «Да»."
"You saved the attribute set.","Вы сохранили набор атрибутов."
"The Product has been saved.","Продукт сохранен."
"You saved the product attribute.","Вы сохранили атрибут продукта."
"You deleted the product attribute.","Вы удалили атрибут продукта."
"Thank you for registering with Main Website Store.","Благодарим вас за регистрацию в Главном интернет-магазине. "
"Elements","Элементы"
"Manage Sellers","Управление продавцами"
"Manage Orders","Управление заказами"
"Manage Payments","Управление платежами"
"View Commission","Просмотреть вознаграждения"
"Customer Enquiries","Запросы клиентов"
"View Reviews","Посмотреть отзывы"
"Settings","Настройки"
"Add New Seller","Добавить новый продавец"
"Seller ID","ID продавца"
"Seller Since","Продавец с"
"Web Site","Веб-сайт"
"Store Status","Состояние магазина"
"Is Seller","Продавец"
"Account Lock","Учетная запись"
"Create New Order","Создать новый заказ"
"Purchase Date","Дата покупки"
"Bill-to Name","Билл-имя"
"Grand Total (Base)","Общая сумма (базовая)"
"Customer Group","Группа клиентов"
"Shipping and Handling","Доставка и погрузка"
"Total Refunded","Общий возврат"
"ship-to Name","имя судна"
"Disapprove this Seller","Отклонить этого продавца"
"Approve this Seller","Одобрить продавца"
"Seller has been Approved.","Продавец одобрен."
"Seller has been Disapproved.","Продавец отклонен."
"Something went wrong while disapproving Seller.","Что-то пошло не так, когда он отклонил Продавца."
"Something went wrong while approving Seller.","Во время утверждения Продавца что-то пошло не так."
"This Payments no longer exists.","Эти платежи больше не существуют."
"New Payments","Новые платежи"
"Cannot delete Payment","Не удается удалить платеж"
"Something went wrong while saving the Payments.","Что-то пошло не так, экономя платежи."
"The Payment has been saved.","Платеж сохранен."
"Something went wrong while saving the Payment.","При сохранении Платежа что-то пошло не так."
"Add New Payment","Добавить новую оплату"
"Transaction Id","ID операции"
"Amount","Сумма"
"Created","Создано"
"We couldn't find any records.","Мы не смогли найти никаких записей."
"Reviews","Отзывы"
"Customer","Клиент"
"Rating","Рейтинг"
"Review Title","Заголовок отзыва"
"Review Description","Описание отзыва"
"Created at","Создан в"
"General Configuration","General Configuration"
"Module Enable","Включить модуль"
"License Key","Лицензионный ключ"
"License Status","Статус лицензии"
"Commission","Комиссия"
"Allow Seller to Manage Orders","Разрешить Продавцу управлять заказами"
"Seller Approval Required","Требуется разрешение продавца"
"Product Approval Required","Требуется одобрение продукта"
"Allow Category for Seller","Разрешить категорию для продавца"
"Manage Links","Управление ссылками"
"Become Seller Show on Signup Page","Стать продавцом Показать на странице регистрации"
"Enable Header Link","Включить ссылку заголовка"
"Header Link Label","Ярлык заголовка заголовка"
"Enable Footer Link","Включить ссылку нижнего колонтитула"
"Footer Link Label","Нижний колонтитул ссылки"
"Inventory","Инвентарь"
"Enable Low Notification","Включить низкое уведомление"
"Low Stock Quantity","Низкое количество запаса"
"Approval from Admin","Утверждение от администратора"
"Get this from Module Developer","Получите это от разработчика модуля"
"In percent per product sale","В процентах за продажу продукта"
"Enable/Disable header link","Включить / отключить ссылку заголовка"
"Label/Title for header link.","Ярлык / Заголовок для ссылки заголовка."
"Enable/Disable Footer link","Включить / отключить ссылку нижнего колонтитула"
"Label/Title for footer link.","Метка / Название для ссылки нижнего колонтитула."
"Send ow stock notification mail to sellers.","Отправляйте почтовое отправление на продажу продавцам."
"Send low stock notification mail to sellers when product quantity will be equal or less then this quantity.","Отправляйте уведомление о низком количестве акций продавцу, если количество товара будет равно или меньше этого количества."
"Store Phone","Хранить телефон"
"Store State","Состояние магазина"
"Seller Information","Информация о продавце"
"Store Meta Descriptions","Сохранение метаданных"
"Order Id","Заказ № "
"Entity Id","Идентификатор объекта"
"Seller Reviews","Отзывы продавца"
"Review Description ","Описание отзыва "
"Review Status ","Обзор статуса "
"Seller Payments","Платежи продавца"
"Entity Idd","Entity Idd"
"Assign Categories","Назначить категории"
"Assign Seller Products","Назначить продукты продавца"
"Product Price","Цена товара"
"Purchased","Куплено"
"Ship-to Name","Судовое имя"
"Purchase Point","Пункт покупки"
"Create Payment","Создать платеж"
"Seller Orders","Заказы продавца"
"Assign Selected Products","Назначение выбранных продуктов"
"Unassign Selected Products","Отменить присвоение выбранных продуктов "
"Save Payments","Сохранить платеж"
"Payments Information","Информация о платежах"
"Email","Эл. адрес"
"Shipping Rates","Тарифы на доставку"
"Edit Shipping Rate","Изменить стоимость доставки"
"New Shipping Rate","Новый тариф доставки"
"Country","Страна"
"All Countries","Все страны"
"Region","Область"
"All Regions","Все регионы"
"Leave blank or use * for All Zipcodes.","Оставьте поле пустым или используйте * для всех почтовых индексов."
"Weight (and above)","Вес (и выше)"
"Order Subtotal (and above)","Итого по заказу (и выше)"
"# of Items (and above)","Кол-во пунктов (и выше)"
"Shipping Price : ","Цена доставки :"
"Add Shipping Rate","Добавить стоимость доставки"
"Export CSV","Экспорт CSV"
"Import","импорт"
"Zip/Postal Code","Почтовый индекс"
"Shipping Rates Record","Рекордная стоимость доставки"
"All","Все"
"No Shipping Rates Added Yet","Тарифы на доставку еще не добавлены"
